Metadata_treatment	Metadata_dose	Metadata_Nuclei_Location_Center_X	Metadata_Nuclei_Location_Center_Y	Metadata_Plate	Metadata_Well	Metadata_Site	Metadata_ZSlice	UMAP0	UMAP1
Selumetinib	10	1098.003882992493	1186.2728449391664	NF0014	E11	2	ZS026	9.446816	0.8473183
Digoxin	1	859.9313036690086	912.6032786885246	NF0014	E2	2	ZS016	10.315231	4.607555
Onalespib	1	877.3666666666667	896.2111111111111	NF0014	F2	2	ZS014	11.23423	-1.1657574
Digoxin	1	647.9036608863198	516.4412331406551	NF0014	E2	1	ZS024	11.427523	0.10066653
Mirdametinib	10	532.8774890313871	735.2460344245696	NF0014	G8	2	ZS028	9.783193	-0.24438348
Selumetinib	1	840.5007142857143	424.4404761904762	NF0014	D11	2	ZS060	14.019558	1.3365301
Binimetinib	1	1064.506188118812	1075.5381600660066	NF0014	G7	2	ZS016	12.118218	4.019687
Imatinib	1	1039.9281045751634	947.9673202614379	NF0014	D6	1	ZS046	10.904468	-0.28526956
Staurosporine	10	1002.064681724846	763.2700205338809	NF0014	G2	1	ZS030	9.677098	0.41914466
Copanlisib	1	936.454873054873	797.3528255528256	NF0014	E3	2	ZS030	10.599766	5.2544804
Mirdametinib	10	447.3226723525231	813.0540156361052	NF0014	G8	2	ZS028	8.584556	0.31349492
Trametinib	1	808.8248807209754	494.08570418801906	NF0014	D10	2	ZS042	11.38347	3.4853218
Digoxin	1	725.6132577100319	842.9457639135059	NF0014	D2	2	ZS014	9.302779	0.4916
Fimepinostat	1	564.6746031746031	788.4900793650794	NF0014	D5	2	ZS016	10.616973	-0.19494797
Onalespib	1	986.3648788569062	935.1646303582522	NF0014	C3	1	ZS032	9.816157	1.6376634
Everolimus	1	752.4176119402985	1406.5268656716419	NF0014	G4	2	ZS036	10.114008	2.2602286
Digoxin	1	817.1523545706372	837.9390581717452	NF0014	D2	1	ZS026	11.1410885	0.05800814
Ketotifen	1	841.9565126707686	876.9377411617478	NF0014	C7	1	ZS024	11.730909	2.193178
Selumetinib	10	543.1806569343066	150.59899635036496	NF0014	F11	1	ZS056	13.044292	0.17041212
Ketotifen	1	664.6833594157538	793.8708920187794	NF0014	G6	2	ZS024	9.170286	0.6651829
Imatinib	1	1184.7382917038358	744.0301070472792	NF0014	C6	1	ZS034	9.223309	1.4940455
Linsitinib	1	552.3207547169811	943.5324947589098	NF0014	G3	1	ZS044	9.736726	0.13277367
Ketotifen	1	852.5212765957447	200.5531914893617	NF0014	G6	2	ZS024	10.442839	-0.9237199
Mirdametinib	10	636.4274131274132	547.0749034749035	NF0014	G8	2	ZS028	8.623946	1.1752961
Staurosporine	10	934.6139053254437	783.9097633136095	NF0014	G2	1	ZS030	10.755314	2.7973423
DMSO	1	604.6517939282429	1368.127568230604	NF0014	C4	1	ZS044	11.728424	2.5826929
Staurosporine	10	378.7717391304348	603.6673913043478	NF0014	C11	1	ZS030	9.731643	-0.6055186
Mirdametinib	1	368.94827586206895	732.3534482758621	NF0014	F8	1	ZS022	11.42888	-0.5657816
Fimepinostat	1	586.4409448818898	773.2913385826772	NF0014	D5	2	ZS016	12.300926	-1.1074101
Trametinib	10	973.2383741781231	447.2304841601913	NF0014	F10	2	ZS046	13.656788	1.8346765
Staurosporine	10	701.1111111111111	402.7083333333333	NF0014	C11	2	ZS024	11.160327	-1.2745519
Imatinib	1	907.0103617843343	513.8804004214963	NF0014	C6	2	ZS054	10.3408	2.9101646
Fimepinostat	1	684.7986605274174	953.5462536626203	NF0014	D5	1	ZS010	9.957456	1.4076269
Trametinib	10	357.26845415425356	502.26867483173345	NF0014	F10	1	ZS048	8.09217	3.6310532
Selumetinib	1	936.3510652734428	804.1637942733071	NF0014	G10	1	ZS054	14.104989	1.6216013
Imatinib	1	806.3571428571429	372.501494321578	NF0014	D6	1	ZS046	11.653473	2.477909
Copanlisib	1	1310.1079685746352	1217.3548821548823	NF0014	E3	1	ZS028	10.95282	2.5316105
Digoxin	1	818.0745024206562	585.9080150618612	NF0014	D2	1	ZS026	10.048092	2.839527
Mirdametinib	1	485.74380952380955	766.8003809523809	NF0014	F8	2	ZS046	10.805845	3.6683996
Rapamycin	1	437.5141242937853	1061.9590395480227	NF0014	F5	1	ZS042	13.332516	-0.7023395
DMSO	1	529.7515239477503	74.17053701015965	NF0014	E4	1	ZS048	12.986995	0.30236316
DMSO	1	1004.1071807858835	907.124989788416	NF0014	D9	1	ZS048	11.584976	2.4878738
DMSO	1	910.189422558014	730.9105504587156	NF0014	D9	3	ZS050	13.997715	1.5710744
Nilotinib	1	564.5982142857143	518.8839285714286	NF0014	E6	2	ZS020	10.954544	-1.0717293
Cabozantinib	1	803.8926716676284	559.2319676860935	NF0014	D7	1	ZS046	10.151902	0.26240078
Selumetinib	1	641.9773328296185	1362.0929353985644	NF0014	D11	2	ZS060	13.5286045	3.369403
Selumetinib	1	752.102142568387	356.799353186902	NF0014	D11	2	ZS060	13.976784	1.2000467
Rapamycin	1	755.8248545147362	881.7232964144922	NF0014	F5	1	ZS042	12.84666	2.6726902
Everolimus	1	715.3181230371329	555.5573619065214	NF0014	G4	2	ZS036	10.632258	2.7473187
Binimetinib	1	899.9591144606688	1035.2290155440414	NF0014	F7	1	ZS028	10.695415	4.488589
DMSO	1	181.96094750320103	642.8529662825438	NF0014	D9	1	ZS048	9.157352	1.9221327
Selumetinib	1	1187.402651021295	331.2656453715776	NF0014	D11	2	ZS060	11.304309	3.3420146
Mirdametinib	10	771.4746028194227	460.240769747147	NF0014	C9	1	ZS032	10.823366	5.284705
DMSO	1	908.7332675952175	726.0801183286084	NF0014	F4	1	ZS042	11.6606245	1.9527853
DMSO	1	850.5535128972496	639.8942568049024	NF0014	F9	2	ZS046	10.406884	1.4973915
DMSO	1	841.4223248906856	699.2619420839865	NF0014	F9	1	ZS014	9.326599	1.6680111
Mirdametinib	1	657.0512820512821	644.2102564102564	NF0014	F8	2	ZS046	12.154485	0.24114965
DMSO	1	671.8436781609196	757.4652873563218	NF0014	G9	1	ZS048	11.815915	3.1562712
Ketotifen	1	285.24271844660194	1111.3398058252428	NF0014	C7	1	ZS024	11.2828245	-1.1236674
Onalespib	1	557.2822892498067	1100.5723124516628	NF0014	C3	1	ZS032	8.650869	0.10624436
DMSO	1	479.7455786236063	607.1523452518262	NF0014	E9	1	ZS038	11.552016	2.3209164
Nilotinib	1	584.2881429344884	662.3219274499188	NF0014	F6	1	ZS044	10.771823	3.3144367
Digoxin	1	781.0388349514564	683.8203883495146	NF0014	D2	3	ZS016	10.9587	-0.4458069
Selumetinib	10	1025.8258205689278	612.1864332603939	NF0014	E11	2	ZS026	9.274972	0.62860537
Fimepinostat	1	1057.6490939044481	951.0683690280066	NF0014	D5	1	ZS010	10.607552	5.283312
DMSO	1	483.8416937149602	1216.8046621422247	NF0014	G9	2	ZS060	11.211241	3.5678568
Everolimus	1	1009.0	372.2888616891065	NF0014	C5	1	ZS052	11.609759	2.0702424
Nilotinib	1	1238.2060819983708	477.54185899176395	NF0014	F6	1	ZS044	12.709796	1.6591939
DMSO	1	720.2166759105195	951.5143279718986	NF0014	G9	1	ZS048	13.343925	3.09351
Copanlisib	1	1197.4668983780205	1200.431976166832	NF0014	E3	1	ZS028	10.67241	2.0290477
DMSO	1	706.3941624365482	812.1845177664975	NF0014	G9	1	ZS048	13.359589	2.639161
Onalespib	1	538.4901960784314	599.3801742919389	NF0014	C3	1	ZS032	8.975017	0.8303444
Trametinib	1	481.9640644361834	1001.8309789343247	NF0014	D10	2	ZS042	13.344233	1.343232
Nilotinib	1	608.2027972027972	796.1958041958042	NF0014	F6	2	ZS060	10.998507	-0.6080337
Nilotinib	1	858.6388448111711	577.0540569131492	NF0014	F6	1	ZS044	13.580289	1.9183692
Digoxin	1	492.5813008130081	442.8414634146341	NF0014	D2	1	ZS026	10.621384	-0.46715954
Digoxin	1	654.0605397520059	923.7775346462436	NF0014	D2	2	ZS014	9.796097	3.457974
Mirdametinib	1	583.2746759720837	545.2372881355932	NF0014	F8	2	ZS046	10.770555	3.749716
Onalespib	1	1007.8064516129032	544.0322580645161	NF0014	C3	2	ZS016	11.027737	-1.1900958
Rapamycin	1	874.886220908755	938.890469154045	NF0014	F5	2	ZS038	13.458024	1.3330965
Selumetinib	1	576.9643634923777	671.6693724015047	NF0014	G10	1	ZS054	10.425819	0.91124886
Fimepinostat	1	833.4082687338502	538.625322997416	NF0014	D5	2	ZS016	10.894997	-0.6783528
Ketotifen	1	302.47837904620707	276.1439337781072	NF0014	C7	1	ZS024	11.44052	2.2527108
Mirdametinib	1	764.2136693130825	1439.4233690024164	NF0014	E8	2	ZS064	12.356884	0.57972217
Digoxin	1	844.8070175438596	606.3684210526316	NF0014	D2	1	ZS026	13.056285	1.8231391
Onalespib	1	721.4711447492905	1096.5562913907286	NF0014	F2	2	ZS014	9.352709	0.68292135
Fimepinostat	1	576.3478260869565	762.4968944099379	NF0014	D5	2	ZS016	12.225849	-1.1224942
Onalespib	1	321.0609939759036	449.0843373493976	NF0014	C3	1	ZS032	10.226766	0.7245095
Mirdametinib	10	677.6657368665736	707.4244537424454	NF0014	G8	2	ZS028	10.083511	0.0024410747
DMSO	1	521.6623563218391	1006.2011494252873	NF0014	D9	2	ZS052	13.879525	2.9775536
Copanlisib	1	456.3102880658436	662.4617283950618	NF0014	D3	2	ZS014	13.065582	-0.41407266
Digoxin	1	499.98979591836735	357.5612244897959	NF0014	D2	1	ZS026	10.816883	-0.7520179
DMSO	1	735.3965149621351	602.8841996911992	NF0014	F4	3	ZS042	10.230322	2.1642942
Selumetinib	1	890.1938220230473	185.05025608194623	NF0014	D11	2	ZS060	14.2572365	1.6708722
DMSO	1	1091.3128283712786	873.5341506129597	NF0014	G9	1	ZS048	12.072042	3.2560961
Trametinib	10	743.7111663902708	675.8079049198452	NF0014	F10	1	ZS048	8.2132635	3.7674737
DMSO	1	443.4325874928285	157.98637406769936	NF0014	E4	1	ZS048	12.970789	0.43473893
Copanlisib	1	1321.5818083961249	1081.8688912809473	NF0014	E3	1	ZS028	10.437011	2.5091882
DMSO	1	1021.9330357142857	715.2436224489796	NF0014	D4	2	ZS016	12.833767	4.0506845
Mirdametinib	1	962.3991489361703	742.7897872340426	NF0014	E8	1	ZS030	10.514327	0.54496384
Digoxin	1	575.5641025641025	1318.7307692307693	NF0014	D2	1	ZS026	8.853518	1.7991266
Staurosporine	10	991.3585164835165	814.0968406593406	NF0014	G11	1	ZS018	9.321031	1.0069516
DMSO	1	680.8828431372549	1228.8928921568627	NF0014	D9	2	ZS052	10.872207	2.0608745
Binimetinib	1	771.0159656652361	688.2593991416309	NF0014	F7	2	ZS040	14.301313	2.725296
Nilotinib	1	737.5636531365313	510.43767937679377	NF0014	E6	1	ZS054	13.233172	2.284505
Selumetinib	1	657.6956265934497	881.0655030398117	NF0014	G10	1	ZS054	9.675819	-0.27583542
Everolimus	1	568.5537538871613	804.6739227010218	NF0014	G4	2	ZS036	9.970104	0.55361724
DMSO	1	701.7338820301783	478.1656378600823	NF0014	D9	1	ZS048	13.294712	1.1050788
Mirdametinib	10	342.67373674360573	577.9750467872739	NF0014	G8	2	ZS028	8.766839	1.6003253
Ketotifen	1	1072.5571616294349	217.57095926412615	NF0014	C7	1	ZS024	12.644388	2.8574266
Imatinib	1	838.8833333333333	585.3375	NF0014	C6	1	ZS034	8.531607	0.20514256
Selumetinib	1	936.3720083720084	974.1253071253071	NF0014	G10	3	ZS038	14.0173645	2.007451
Nilotinib	1	751.356783919598	581.4723618090452	NF0014	E6	1	ZS054	13.291869	3.1082273
Mirdametinib	10	910.4828729281768	1267.3944751381216	NF0014	C9	1	ZS032	12.178434	-0.20664711
Digoxin	1	764.1639451338995	640.1221423905944	NF0014	D2	3	ZS016	9.078643	1.4177972
Ketotifen	1	589.4929861644889	1125.9120868562645	NF0014	C7	1	ZS024	12.183994	1.7000839
Digoxin	1	677.8386363636364	797.5301136363636	NF0014	E2	1	ZS024	11.091078	0.79782337
Imatinib	1	911.675710818308	328.94096740638	NF0014	D6	1	ZS046	11.472319	1.9334656
Cabozantinib	1	617.1752317880795	589.0637086092715	NF0014	D7	1	ZS046	12.85557	2.807822
DMSO	1	732.2890927888343	944.4919875936935	NF0014	D9	1	ZS048	13.62067	1.330741
Everolimus	1	596.9025872547318	489.94130925507903	NF0014	C5	1	ZS052	10.915353	1.4673465
Rapamycin	1	1169.1417481311098	730.4404830362278	NF0014	G5	1	ZS022	8.980611	0.8855477
DMSO	1	795.7592438720399	460.7307852098047	NF0014	F9	1	ZS014	12.396781	3.9828913
Imatinib	1	809.409307244844	551.2353252247489	NF0014	D6	1	ZS046	12.8908205	2.3680985
Mirdametinib	10	683.4018348623853	783.3174311926606	NF0014	G8	2	ZS028	8.812663	0.016442925
DMSO	1	470.2867647058824	1118.150409530901	NF0014	F4	3	ZS042	13.044679	2.6391575
Nilotinib	1	1251.4828155072862	842.2783887819631	NF0014	F6	1	ZS044	11.258211	2.4913735
Digoxin	1	742.5566037735849	813.2735849056604	NF0014	E2	1	ZS024	11.391588	-0.7159142
Fimepinostat	1	480.0529411764706	633.5941176470589	NF0014	D5	2	ZS016	12.685632	-0.7463891
Selumetinib	10	1144.1502286087525	500.45493141737427	NF0014	E11	2	ZS026	9.775944	-0.07483607
Binimetinib	10	689.5952324758083	558.4732121784282	NF0014	C8	1	ZS026	11.394216	5.774725
Selumetinib	1	959.6537386443047	727.0524109014675	NF0014	G10	3	ZS038	11.429626	3.9165685
Trametinib	1	594.9779519843214	669.8138167564919	NF0014	D10	2	ZS042	13.448409	3.2114758
Trametinib	10	1010.1211590511065	873.1574590033434	NF0014	F10	1	ZS048	8.297839	3.353713
Nilotinib	1	1276.355042527339	663.6569866342649	NF0014	F6	1	ZS044	12.047455	2.189366
Linsitinib	1	480.275	602.8416666666667	NF0014	F3	1	ZS042	11.348712	-0.76320374
Onalespib	1	904.8986013986014	875.1573426573426	NF0014	F2	2	ZS014	10.142428	0.8511151
Binimetinib	1	822.5897354160026	923.1357985336308	NF0014	G7	2	ZS016	8.8304205	1.4633871
DMSO	1	972.6620009543502	1039.9463973278193	NF0014	C4	1	ZS044	12.088673	2.3124313
Mirdametinib	1	526.4181643572507	869.6771847990123	NF0014	F8	2	ZS046	10.674553	3.5731127
Trametinib	10	1130.7550545454546	921.0087272727272	NF0014	F10	1	ZS048	8.070217	3.4275842
DMSO	1	407.72133333333335	1051.506	NF0014	F4	3	ZS042	13.313618	2.3742392
Ketotifen	1	403.7099067081297	1049.3993780541982	NF0014	G6	2	ZS024	10.025886	0.066993974
Mirdametinib	1	393.079845814978	869.8595814977973	NF0014	E8	2	ZS064	12.554349	-0.4019801
Copanlisib	1	1395.4309877134194	1106.9593106749642	NF0014	E3	1	ZS028	10.326875	1.8802874
Selumetinib	1	784.2244020142678	906.9936005035669	NF0014	G10	3	ZS038	10.336515	2.9494815
Binimetinib	10	662.1418236623964	692.8450640542577	NF0014	C8	2	ZS030	10.855551	4.555314
Selumetinib	1	977.2144444444444	855.5255555555556	NF0014	G10	1	ZS054	9.808799	-0.3333841
Binimetinib	1	673.3271727172718	477.03432343234323	NF0014	F7	2	ZS040	10.790264	3.8126438
Digoxin	1	520.2268907563025	391.453781512605	NF0014	D2	1	ZS026	12.044545	-1.3503854
DMSO	1	686.6488751654168	302.4375827084252	NF0014	D9	1	ZS048	14.142771	2.7657957
Fimepinostat	1	1026.9285714285713	1266.0714285714287	NF0014	D5	2	ZS016	12.023856	-0.71194685
DMSO	1	873.2029702970297	1011.3745874587459	NF0014	F4	2	ZS060	13.568059	3.4311962
Binimetinib	10	751.1397864373873	517.928581334073	NF0014	C8	1	ZS026	10.553403	5.0958824
Copanlisib	1	740.4832917705736	915.7441396508729	NF0014	E3	2	ZS030	11.031565	5.641217
DMSO	1	717.3097234814144	256.11638712601996	NF0014	D9	1	ZS048	11.763685	3.4466763
DMSO	1	914.0928335599145	970.2713148184114	NF0014	D4	1	ZS058	13.606435	2.0052385
DMSO	1	494.9833919262941	964.8576797187538	NF0014	C4	1	ZS044	11.433716	2.6686943
Cabozantinib	1	877.1626016260162	913.9512195121952	NF0014	E7	2	ZS028	11.562485	-0.48896122
Mirdametinib	1	656.7011150113566	326.6796407185629	NF0014	E8	2	ZS064	13.200582	1.1602622
DMSO	1	941.4564835716077	327.7743917732631	NF0014	D9	1	ZS048	14.080367	1.799797
Cabozantinib	1	870.6218781218781	759.2252747252747	NF0014	E7	2	ZS028	10.531974	4.118012
Copanlisib	1	989.5846846846847	1152.8481981981981	NF0014	D3	2	ZS014	10.816608	1.9746819
Ketotifen	1	1187.463932974593	964.6250936584702	NF0014	C7	1	ZS024	12.111995	1.7177073
Cabozantinib	1	777.1294511939673	785.6894288507192	NF0014	E7	2	ZS028	13.713076	2.305947
Ketotifen	1	770.3853024766545	517.9890377588307	NF0014	C7	2	ZS024	9.87089	2.6928334
Linsitinib	1	1044.5288490284006	1017.5370702541106	NF0014	F3	1	ZS042	11.210046	1.7626404
Imatinib	1	673.3093191026782	842.628125308825	NF0014	C6	2	ZS054	11.16267	1.8044796
Digoxin	1	594.4098360655738	1308.844262295082	NF0014	D2	1	ZS026	11.022089	-0.84717375
Mirdametinib	1	780.0228895422091	881.7213355732886	NF0014	F8	2	ZS046	13.927246	1.2246543
Onalespib	1	1061.7221023427867	987.2672626387176	NF0014	C3	1	ZS032	9.862092	1.6669466
Staurosporine	10	466.68706739526414	594.6546448087431	NF0014	C11	1	ZS030	10.087309	0.23891592
Selumetinib	1	732.963863231243	1456.0839410144224	NF0014	D11	2	ZS060	14.341961	2.1321285
Nilotinib	1	1286.981565623783	1073.3775152537971	NF0014	E6	2	ZS020	9.83043	1.6248963
Digoxin	1	804.6767922235723	405.02612393681653	NF0014	E2	1	ZS024	9.691293	0.39772353
DMSO	1	556.9286098847851	1093.7036717992894	NF0014	G9	2	ZS060	13.963657	2.8407023
Nilotinib	1	719.8280886494429	873.1862372964368	NF0014	E6	1	ZS054	11.570465	1.9885901
DMSO	1	952.5446906035141	1179.520626432391	NF0014	E4	1	ZS048	12.1286335	3.6497586
Selumetinib	1	860.8182547642929	805.8280842527582	NF0014	G10	1	ZS054	12.761065	1.084947
DMSO	1	669.198188306341	916.7971452099918	NF0014	D9	1	ZS048	14.004547	2.216263
Staurosporine	10	831.848	702.5653333333333	NF0014	G2	1	ZS030	10.128451	-0.29206792
Selumetinib	1	1030.5133109082171	435.6517059106199	NF0014	D11	2	ZS060	14.475984	1.9466139
Linsitinib	1	813.8550345155916	961.2037610092835	NF0014	G3	1	ZS044	8.796512	-0.5604737
Nilotinib	1	1069.8750734861846	942.0846560846561	NF0014	F6	2	ZS060	10.654414	1.5383116
DMSO	1	538.3048158011541	788.9061251664448	NF0014	E9	1	ZS038	11.146642	3.195257
Rapamycin	1	1080.6299248120301	781.5795488721805	NF0014	F5	2	ZS038	10.994732	2.2926612
Staurosporine	10	576.4375	649.875	NF0014	C11	1	ZS030	11.407654	-1.1706795
Binimetinib	10	742.8795317220544	348.3678247734139	NF0014	C8	1	ZS026	10.777683	5.3127475
Selumetinib	1	566.603761134939	749.6341141537447	NF0014	G10	1	ZS054	10.714793	1.2848104
Copanlisib	1	727.046827794562	665.0090634441087	NF0014	D3	2	ZS014	9.744208	0.4348929
Mirdametinib	10	716.9033613445379	648.1470588235294	NF0014	G8	2	ZS028	8.79776	-0.75734544
DMSO	1	1252.1611206102855	436.4619229251611	NF0014	F9	2	ZS046	11.274638	3.197619
DMSO	1	869.3799593082401	1081.3748728382502	NF0014	D9	1	ZS048	13.5727215	2.658572
Binimetinib	10	763.0818264014466	608.1158830620856	NF0014	D8	1	ZS034	10.461098	2.530475
DMSO	1	484.4902681992337	900.1878927203065	NF0014	E4	1	ZS048	11.614941	0.66679144
Trametinib	10	334.71920023522495	1266.4092913848867	NF0014	F10	1	ZS048	8.073822	3.878295
Linsitinib	1	508.1848617176128	1303.636098981077	NF0014	G3	1	ZS044	8.563887	0.53399396
DMSO	1	1530.3821989528797	594.5863874345549	NF0014	F9	1	ZS014	10.666958	1.7056355
Cabozantinib	1	412.01020042949176	625.7535790980672	NF0014	D7	1	ZS046	12.960831	3.1346438
Selumetinib	1	821.6588118154663	1388.849153667441	NF0014	D11	2	ZS060	14.033584	3.1376116
Cabozantinib	1	702.8328919157523	1024.2860385925085	NF0014	E7	2	ZS028	10.367149	3.3534255
Nilotinib	1	896.9316699744826	692.7178905585483	NF0014	F6	1	ZS044	12.860396	2.3101134
Ketotifen	1	165.85416666666666	438.19444444444446	NF0014	C7	1	ZS024	11.691213	-1.1090455
Selumetinib	1	973.1162488764606	548.0643163886947	NF0014	D11	2	ZS060	14.418792	1.8831022
Selumetinib	10	1036.4512195121952	1092.860975609756	NF0014	F11	3	ZS028	9.891864	0.76138234
Ketotifen	1	850.1552795031056	258.87577639751555	NF0014	G6	2	ZS024	10.647271	-0.9758746
Fimepinostat	1	751.324200913242	819.1232876712329	NF0014	D5	2	ZS016	10.292701	0.1910056
Linsitinib	1	340.116628830874	1163.3708853575483	NF0014	F3	1	ZS042	11.902474	0.9179146
Digoxin	1	586.6040268456376	976.98322147651	NF0014	D2	1	ZS026	10.054653	0.775075
DMSO	1	825.862831858407	849.9867256637168	NF0014	D9	3	ZS050	13.749494	3.0233521
Selumetinib	1	672.1739341085271	1014.8866279069767	NF0014	G10	1	ZS054	9.343063	0.4731287
Digoxin	1	490.65765765765764	370.7927927927928	NF0014	D2	1	ZS026	12.219845	-1.332137
DMSO	1	553.5250043867345	1069.8001403755045	NF0014	C4	1	ZS044	13.706485	1.8576106
Binimetinib	10	894.509497073229	521.8363397443555	NF0014	D8	1	ZS034	14.418226	2.3941798
Copanlisib	1	825.0826558265583	894.89972899729	NF0014	D3	1	ZS022	9.661	1.0541233
Imatinib	1	658.7903700073512	472.2863268806665	NF0014	D6	2	ZS030	10.198642	2.0223541
Mirdametinib	10	284.390977443609	835.0747702589808	NF0014	G8	2	ZS028	9.449011	-0.1913057
DMSO	1	561.8456721402728	425.97425549679934	NF0014	E9	1	ZS038	13.10519	2.9781845
DMSO	1	811.1391585760517	452.83549083063645	NF0014	C4	1	ZS044	9.938454	0.2412391
Copanlisib	1	791.6285714285714	736.5685714285714	NF0014	D3	2	ZS014	8.834846	0.06944568
Fimepinostat	1	870.5942028985507	695.9806763285025	NF0014	D5	2	ZS016	11.320921	0.18629956
Selumetinib	1	730.918505942275	1027.517260894171	NF0014	G10	1	ZS054	9.757392	2.1300108
Staurosporine	10	659.0935754189944	538.9748603351956	NF0014	C11	2	ZS024	9.464511	-1.1656773
Fimepinostat	1	654.982883475971	1287.7873601053325	NF0014	E5	2	ZS010	11.372683	0.91037655
Selumetinib	10	1133.9329388560159	582.491124260355	NF0014	E11	2	ZS026	8.608898	1.545843
Cabozantinib	1	531.698233562316	668.5971540726202	NF0014	E7	1	ZS012	8.549336	-0.033070344
Digoxin	1	698.792736935341	908.8396811337467	NF0014	E2	1	ZS024	13.323652	-0.6779424
Everolimus	1	668.3994655978624	762.3561408531349	NF0014	C5	1	ZS052	11.138251	2.4665723
DMSO	1	486.3609553102949	516.7535733671069	NF0014	E4	2	ZS038	12.876702	-0.038819563
DMSO	1	949.233630952381	662.9769917582418	NF0014	F4	2	ZS060	13.372612	2.731848
DMSO	1	860.5722042513863	342.64152033271716	NF0014	C4	2	ZS032	11.086371	2.745917
Everolimus	1	386.57022471910113	623.626404494382	NF0014	G4	1	ZS024	13.188976	-0.6082843
Fimepinostat	1	684.6075731497418	1175.5851979345955	NF0014	E5	1	ZS008	8.569323	1.7064304
Selumetinib	10	1091.4991756499683	855.1870640456563	NF0014	F11	1	ZS056	13.222004	2.867307
Selumetinib	1	912.3345708670015	668.5852806289583	NF0014	D11	1	ZS048	8.736133	4.130861
Digoxin	1	1035.532258064516	797.758064516129	NF0014	D2	1	ZS026	11.449405	-1.3133693
Trametinib	10	651.0737577639752	1185.4252070393375	NF0014	F10	1	ZS048	8.384588	3.0702338
Selumetinib	1	489.87660812171384	1273.0161091844725	NF0014	D11	2	ZS060	10.180636	3.7884881
Fimepinostat	1	1004.5636363636364	1032.9151515151516	NF0014	D5	2	ZS016	12.8543	-1.1320887
Nilotinib	1	1101.6885213232363	756.4619370267038	NF0014	F6	1	ZS044	12.642277	2.2648146
Staurosporine	10	732.0045307443365	532.5119741100324	NF0014	C11	2	ZS024	9.804412	-0.4583837
Selumetinib	10	424.97919655667147	614.0538020086083	NF0014	F11	3	ZS028	10.782792	1.1872623
DMSO	1	704.3405572755418	770.3694530443756	NF0014	E4	1	ZS048	11.744563	1.8635623
DMSO	1	1112.235661555934	705.0982396365702	NF0014	F9	2	ZS046	13.65931	1.1938025
Everolimus	1	704.5127412172192	492.7081890153389	NF0014	C5	1	ZS052	13.659744	1.496353
Trametinib	10	1311.7514434180139	537.7742494226328	NF0014	F10	1	ZS048	8.450973	3.0060408
Trametinib	1	558.0672358591248	625.8705976520811	NF0014	D10	1	ZS016	9.254035	2.0599482
Copanlisib	1	682.0428571428571	617.6714285714286	NF0014	D3	2	ZS014	10.877766	-0.43708473
Nilotinib	1	929.7275458095525	574.1889456293181	NF0014	F6	1	ZS044	13.195748	2.1150634
